source,target,editDistance
hVSMC-0038,hVSMC-0204,2
hVSMC-0038,hVSMC-0203,4
hVSMC-0038,hVSMC-0202,6
hVSMC-0038,hVSMC-0201,8
hVSMC-0038,hVSMC-0199,6
hVSMC-0038,hVSMC-0191,6
hVSMC-0038,hVSMC-0182,2
hVSMC-0038,hVSMC-0176,2
hVSMC-0038,hVSMC-0163,2
hVSMC-0038,hVSMC-0160,2
hVSMC-0038,hVSMC-0156,2
hVSMC-0038,hVSMC-0152,6
hVSMC-0038,hVSMC-0148,2
hVSMC-0038,hVSMC-0146,8
hVSMC-0038,hVSMC-0145,2
hVSMC-0038,hVSMC-0141,2
hVSMC-0038,hVSMC-0137,8
hVSMC-0038,hVSMC-0133,8
hVSMC-0038,hVSMC-0131,8
hVSMC-0038,hVSMC-0123,7
hVSMC-0038,hVSMC-0121,7
hVSMC-0038,hVSMC-0111,8
hVSMC-0038,hVSMC-0110,5
hVSMC-0038,hVSMC-0107,2
hVSMC-0038,hVSMC-0103,2
hVSMC-0038,hVSMC-0101,7
hVSMC-0038,hVSMC-0097,2
hVSMC-0038,hVSMC-0090,7
hVSMC-0038,hVSMC-0089,8
hVSMC-0038,hVSMC-0088,7
hVSMC-0038,hVSMC-0086,2
hVSMC-0038,hVSMC-0083,2
hVSMC-0038,hVSMC-0082,2
hVSMC-0038,hVSMC-0077,7
hVSMC-0038,hVSMC-0076,2
hVSMC-0038,hVSMC-0074,2
hVSMC-0038,hVSMC-0073,7
hVSMC-0038,hVSMC-0072,2
hVSMC-0038,hVSMC-0070,2
hVSMC-0038,hVSMC-0068,2
hVSMC-0038,hVSMC-0067,2
hVSMC-0038,hVSMC-0065,8
hVSMC-0038,hVSMC-0064,2
hVSMC-0038,hVSMC-0061,2
hVSMC-0038,hVSMC-0060,2
hVSMC-0038,hVSMC-0058,2
hVSMC-0038,hVSMC-0056,6
hVSMC-0038,hVSMC-0055,2
hVSMC-0038,hVSMC-0053,6
hVSMC-0038,hVSMC-0052,2
hVSMC-0038,hVSMC-0051,2
hVSMC-0038,hVSMC-0046,2
hVSMC-0038,hVSMC-0044,6
hVSMC-0038,hVSMC-0042,3
hVSMC-0038,hVSMC-0041,6
hVSMC-0038,hVSMC-0040,3
hVSMC-0035,hVSMC-1995,14
hVSMC-0035,hVSMC-1303,11
hVSMC-0035,hVSMC-1100,12
hVSMC-0035,hVSMC-0970,13
hVSMC-0035,hVSMC-0946,13
hVSMC-0035,hVSMC-0773,13
hVSMC-0035,hVSMC-0725,12
hVSMC-0035,hVSMC-0668,8
hVSMC-0035,hVSMC-0400,8
hVSMC-0035,hVSMC-0383,6
hVSMC-0035,hVSMC-0372,7
hVSMC-0035,hVSMC-0328,7
hVSMC-0035,hVSMC-0327,7
hVSMC-0035,hVSMC-0312,7
hVSMC-0035,hVSMC-0296,7
hVSMC-0035,hVSMC-0272,7
hVSMC-0035,hVSMC-0249,7
hVSMC-0035,hVSMC-0242,7
hVSMC-0035,hVSMC-0238,7
hVSMC-0035,hVSMC-0204,7
hVSMC-0035,hVSMC-0203,7
hVSMC-0035,hVSMC-0202,7
hVSMC-0035,hVSMC-0201,6
hVSMC-0035,hVSMC-0199,6
hVSMC-0035,hVSMC-0191,7
hVSMC-0035,hVSMC-0182,7
hVSMC-0035,hVSMC-0176,8
hVSMC-0035,hVSMC-0163,7
hVSMC-0035,hVSMC-0160,8
hVSMC-0035,hVSMC-0156,7
hVSMC-0035,hVSMC-0152,6
hVSMC-0035,hVSMC-0148,6
hVSMC-0035,hVSMC-0146,6
hVSMC-0035,hVSMC-0145,8
hVSMC-0035,hVSMC-0141,8
hVSMC-0035,hVSMC-0137,6
hVSMC-0035,hVSMC-0133,6
hVSMC-0035,hVSMC-0131,6
hVSMC-0035,hVSMC-0123,6
hVSMC-0035,hVSMC-0121,1
hVSMC-0035,hVSMC-0111,6
hVSMC-0035,hVSMC-0110,7
hVSMC-0035,hVSMC-0107,8
hVSMC-0035,hVSMC-0103,8
hVSMC-0035,hVSMC-0101,5
hVSMC-0035,hVSMC-0097,7
hVSMC-0035,hVSMC-0090,6
hVSMC-0035,hVSMC-0089,6
hVSMC-0035,hVSMC-0088,5
hVSMC-0035,hVSMC-0086,8
hVSMC-0035,hVSMC-0083,7
hVSMC-0035,hVSMC-0082,7
hVSMC-0035,hVSMC-0077,6
hVSMC-0035,hVSMC-0076,8
hVSMC-0035,hVSMC-0074,8
hVSMC-0035,hVSMC-0073,6
hVSMC-0035,hVSMC-0072,8
hVSMC-0035,hVSMC-0070,7
hVSMC-0035,hVSMC-0068,7
hVSMC-0035,hVSMC-0067,7
hVSMC-0035,hVSMC-0065,5
hVSMC-0035,hVSMC-0064,8
hVSMC-0035,hVSMC-0061,7
hVSMC-0035,hVSMC-0060,7
hVSMC-0035,hVSMC-0058,8
hVSMC-0035,hVSMC-0056,6
hVSMC-0035,hVSMC-0055,7
hVSMC-0035,hVSMC-0053,6
hVSMC-0035,hVSMC-0052,8
hVSMC-0035,hVSMC-0051,7
hVSMC-0035,hVSMC-0046,7
hVSMC-0035,hVSMC-0044,5
hVSMC-0035,hVSMC-0042,6
hVSMC-0035,hVSMC-0041,7
hVSMC-0035,hVSMC-0040,8
hVSMC-0035,hVSMC-0038,8
hVSMC-0031,hVSMC-1995,14
hVSMC-0031,hVSMC-1303,14
hVSMC-0031,hVSMC-1100,13
hVSMC-0031,hVSMC-0970,15
hVSMC-0031,hVSMC-0946,15
hVSMC-0031,hVSMC-0773,13
hVSMC-0031,hVSMC-0725,12
hVSMC-0031,hVSMC-0668,3
hVSMC-0031,hVSMC-0400,3
hVSMC-0031,hVSMC-0383,6
hVSMC-0031,hVSMC-0372,2
hVSMC-0031,hVSMC-0328,6
hVSMC-0031,hVSMC-0327,6
hVSMC-0031,hVSMC-0312,6
hVSMC-0031,hVSMC-0296,3
hVSMC-0031,hVSMC-0272,6
hVSMC-0031,hVSMC-0249,7
hVSMC-0031,hVSMC-0242,6
hVSMC-0031,hVSMC-0238,6
hVSMC-0031,hVSMC-0204,2
hVSMC-0031,hVSMC-0203,4
hVSMC-0031,hVSMC-0202,5
hVSMC-0031,hVSMC-0201,7
hVSMC-0031,hVSMC-0199,7
hVSMC-0031,hVSMC-0191,7
hVSMC-0031,hVSMC-0182,2
hVSMC-0031,hVSMC-0176,2
hVSMC-0031,hVSMC-0163,2
hVSMC-0031,hVSMC-0160,2
hVSMC-0031,hVSMC-0156,2
hVSMC-0031,hVSMC-0152,6
hVSMC-0031,hVSMC-0148,1
hVSMC-0031,hVSMC-0146,7
hVSMC-0031,hVSMC-0145,2
hVSMC-0031,hVSMC-0141,2
hVSMC-0031,hVSMC-0137,7
hVSMC-0031,hVSMC-0133,7
hVSMC-0031,hVSMC-0131,7
hVSMC-0031,hVSMC-0123,6
hVSMC-0031,hVSMC-0121,6
hVSMC-0031,hVSMC-0111,7
hVSMC-0031,hVSMC-0110,6
hVSMC-0031,hVSMC-0107,2
hVSMC-0031,hVSMC-0103,2
hVSMC-0031,hVSMC-0101,6
hVSMC-0031,hVSMC-0097,2
hVSMC-0031,hVSMC-0090,7
hVSMC-0031,hVSMC-0089,7
hVSMC-0031,hVSMC-0088,6
hVSMC-0031,hVSMC-0086,2
hVSMC-0031,hVSMC-0083,2
hVSMC-0031,hVSMC-0082,2
hVSMC-0031,hVSMC-0077,6
hVSMC-0031,hVSMC-0076,2
hVSMC-0031,hVSMC-0074,1
hVSMC-0031,hVSMC-0073,6
hVSMC-0031,hVSMC-0072,2
hVSMC-0031,hVSMC-0070,2
hVSMC-0031,hVSMC-0068,2
hVSMC-0031,hVSMC-0067,2
hVSMC-0031,hVSMC-0065,7
hVSMC-0031,hVSMC-0064,2
hVSMC-0031,hVSMC-0061,1
hVSMC-0031,hVSMC-0060,2
hVSMC-0031,hVSMC-0058,2
hVSMC-0031,hVSMC-0056,7
hVSMC-0031,hVSMC-0055,2
hVSMC-0031,hVSMC-0053,6
hVSMC-0031,hVSMC-0052,2
hVSMC-0031,hVSMC-0051,2
hVSMC-0031,hVSMC-0046,2
hVSMC-0031,hVSMC-0044,6
hVSMC-0031,hVSMC-0042,3
hVSMC-0031,hVSMC-0041,5
hVSMC-0031,hVSMC-0040,3
hVSMC-0031,hVSMC-0038,2
hVSMC-0031,hVSMC-0035,7
hVSMC-0030,hVSMC-1995,16
hVSMC-0030,hVSMC-1303,12
hVSMC-0030,hVSMC-1100,16
hVSMC-0030,hVSMC-0970,15
hVSMC-0030,hVSMC-0946,14
hVSMC-0030,hVSMC-0773,13
hVSMC-0030,hVSMC-0725,14
hVSMC-0030,hVSMC-0668,8
hVSMC-0030,hVSMC-0400,8
hVSMC-0030,hVSMC-0383,3
hVSMC-0030,hVSMC-0372,7
hVSMC-0030,hVSMC-0328,2
hVSMC-0030,hVSMC-0327,2
hVSMC-0030,hVSMC-0312,2
hVSMC-0030,hVSMC-0296,7
hVSMC-0030,hVSMC-0272,2
hVSMC-0030,hVSMC-0249,3
hVSMC-0030,hVSMC-0242,2
hVSMC-0030,hVSMC-0238,2
hVSMC-0030,hVSMC-0204,7
hVSMC-0030,hVSMC-0203,5
hVSMC-0030,hVSMC-0202,2
hVSMC-0030,hVSMC-0201,3
hVSMC-0030,hVSMC-0199,4
hVSMC-0030,hVSMC-0191,3
hVSMC-0030,hVSMC-0182,5
hVSMC-0030,hVSMC-0176,7
hVSMC-0030,hVSMC-0163,7
hVSMC-0030,hVSMC-0160,7
hVSMC-0030,hVSMC-0156,7
hVSMC-0030,hVSMC-0152,3
hVSMC-0030,hVSMC-0148,5
hVSMC-0030,hVSMC-0146,3
hVSMC-0030,hVSMC-0145,7
hVSMC-0030,hVSMC-0141,7
hVSMC-0030,hVSMC-0137,3
hVSMC-0030,hVSMC-0133,3
hVSMC-0030,hVSMC-0131,3
hVSMC-0030,hVSMC-0123,3
hVSMC-0030,hVSMC-0121,6
hVSMC-0030,hVSMC-0111,3
hVSMC-0030,hVSMC-0110,2
hVSMC-0030,hVSMC-0107,7
hVSMC-0030,hVSMC-0103,7
hVSMC-0030,hVSMC-0101,3
hVSMC-0030,hVSMC-0097,7
hVSMC-0030,hVSMC-0090,3
hVSMC-0030,hVSMC-0089,3
hVSMC-0030,hVSMC-0088,3
hVSMC-0030,hVSMC-0086,7
hVSMC-0030,hVSMC-0083,7
hVSMC-0030,hVSMC-0082,6
hVSMC-0030,hVSMC-0077,2
hVSMC-0030,hVSMC-0076,7
hVSMC-0030,hVSMC-0074,7
hVSMC-0030,hVSMC-0073,3
hVSMC-0030,hVSMC-0072,7
hVSMC-0030,hVSMC-0070,7
hVSMC-0030,hVSMC-0068,7
hVSMC-0030,hVSMC-0067,6
hVSMC-0030,hVSMC-0065,3
hVSMC-0030,hVSMC-0064,7
hVSMC-0030,hVSMC-0061,6
hVSMC-0030,hVSMC-0060,7
hVSMC-0030,hVSMC-0058,7
hVSMC-0030,hVSMC-0056,3
hVSMC-0030,hVSMC-0055,7
hVSMC-0030,hVSMC-0053,3
hVSMC-0030,hVSMC-0052,6
hVSMC-0030,hVSMC-0051,6
hVSMC-0030,hVSMC-0046,7
hVSMC-0030,hVSMC-0044,3
hVSMC-0030,hVSMC-0042,4
hVSMC-0030,hVSMC-0041,2
hVSMC-0030,hVSMC-0040,5
hVSMC-0030,hVSMC-0038,7
hVSMC-0030,hVSMC-0035,7
hVSMC-0030,hVSMC-0031,6
hVSMC-0028,hVSMC-1995,16
hVSMC-0028,hVSMC-1303,12
hVSMC-0028,hVSMC-1100,15
hVSMC-0028,hVSMC-0970,14
hVSMC-0028,hVSMC-0946,13
hVSMC-0028,hVSMC-0773,14
hVSMC-0028,hVSMC-0725,13
hVSMC-0028,hVSMC-0668,6
hVSMC-0028,hVSMC-0400,6
hVSMC-0028,hVSMC-0383,3
hVSMC-0028,hVSMC-0372,5
hVSMC-0028,hVSMC-0328,2
hVSMC-0028,hVSMC-0327,2
hVSMC-0028,hVSMC-0312,2
hVSMC-0028,hVSMC-0296,6
hVSMC-0028,hVSMC-0272,2
hVSMC-0028,hVSMC-0249,3
hVSMC-0028,hVSMC-0242,2
hVSMC-0028,hVSMC-0238,2
hVSMC-0028,hVSMC-0204,5
hVSMC-0028,hVSMC-0203,5
hVSMC-0028,hVSMC-0202,2
hVSMC-0028,hVSMC-0201,3
hVSMC-0028,hVSMC-0199,4
hVSMC-0028,hVSMC-0191,3
hVSMC-0028,hVSMC-0182,3
hVSMC-0028,hVSMC-0176,5
hVSMC-0028,hVSMC-0163,5
hVSMC-0028,hVSMC-0160,5
hVSMC-0028,hVSMC-0156,5
hVSMC-0028,hVSMC-0152,3
hVSMC-0028,hVSMC-0148,3
hVSMC-0028,hVSMC-0146,3
hVSMC-0028,hVSMC-0145,5
hVSMC-0028,hVSMC-0141,5
hVSMC-0028,hVSMC-0137,3
hVSMC-0028,hVSMC-0133,3
hVSMC-0028,hVSMC-0131,3
hVSMC-0028,hVSMC-0123,3
hVSMC-0028,hVSMC-0121,4
hVSMC-0028,hVSMC-0111,3
hVSMC-0028,hVSMC-0110,2
hVSMC-0028,hVSMC-0107,5
hVSMC-0028,hVSMC-0103,5
hVSMC-0028,hVSMC-0101,3
hVSMC-0028,hVSMC-0097,5
hVSMC-0028,hVSMC-0090,3
hVSMC-0028,hVSMC-0089,3
hVSMC-0028,hVSMC-0088,3
hVSMC-0028,hVSMC-0086,5
hVSMC-0028,hVSMC-0083,5
hVSMC-0028,hVSMC-0082,4
hVSMC-0028,hVSMC-0077,2
hVSMC-0028,hVSMC-0076,5
hVSMC-0028,hVSMC-0074,5
hVSMC-0028,hVSMC-0073,3
hVSMC-0028,hVSMC-0072,5
hVSMC-0028,hVSMC-0070,5
hVSMC-0028,hVSMC-0068,5
hVSMC-0028,hVSMC-0067,5
hVSMC-0028,hVSMC-0065,3
hVSMC-0028,hVSMC-0064,5
hVSMC-0028,hVSMC-0061,4
hVSMC-0028,hVSMC-0060,5
hVSMC-0028,hVSMC-0058,5
hVSMC-0028,hVSMC-0056,3
hVSMC-0028,hVSMC-0055,5
hVSMC-0028,hVSMC-0053,3
hVSMC-0028,hVSMC-0052,5
hVSMC-0028,hVSMC-0051,4
hVSMC-0028,hVSMC-0046,5
hVSMC-0028,hVSMC-0044,3
hVSMC-0028,hVSMC-0042,2
hVSMC-0028,hVSMC-0041,2
hVSMC-0028,hVSMC-0040,5
hVSMC-0028,hVSMC-0038,5
hVSMC-0028,hVSMC-0035,5
hVSMC-0028,hVSMC-0031,4
hVSMC-0028,hVSMC-0030,2
hVSMC-0026,hVSMC-1995,14
hVSMC-0026,hVSMC-1303,14
hVSMC-0026,hVSMC-1100,13
hVSMC-0026,hVSMC-0970,16
hVSMC-0026,hVSMC-0946,16
hVSMC-0026,hVSMC-0773,12
hVSMC-0026,hVSMC-0725,13
hVSMC-0026,hVSMC-0668,3
hVSMC-0026,hVSMC-0400,3
hVSMC-0026,hVSMC-0383,6
hVSMC-0026,hVSMC-0372,2
hVSMC-0026,hVSMC-0328,6
hVSMC-0026,hVSMC-0327,6
hVSMC-0026,hVSMC-0312,6
hVSMC-0026,hVSMC-0296,3
hVSMC-0026,hVSMC-0272,6
hVSMC-0026,hVSMC-0249,7
hVSMC-0026,hVSMC-0242,6
hVSMC-0026,hVSMC-0238,6
hVSMC-0026,hVSMC-0204,2
hVSMC-0026,hVSMC-0203,4
hVSMC-0026,hVSMC-0202,5
hVSMC-0026,hVSMC-0201,7
hVSMC-0026,hVSMC-0199,7
hVSMC-0026,hVSMC-0191,7
hVSMC-0026,hVSMC-0182,2
hVSMC-0026,hVSMC-0176,2
hVSMC-0026,hVSMC-0163,2
hVSMC-0026,hVSMC-0160,2
hVSMC-0026,hVSMC-0156,2
hVSMC-0026,hVSMC-0152,6
hVSMC-0026,hVSMC-0148,2
hVSMC-0026,hVSMC-0146,7
hVSMC-0026,hVSMC-0145,2
hVSMC-0026,hVSMC-0141,2
hVSMC-0026,hVSMC-0137,7
hVSMC-0026,hVSMC-0133,7
hVSMC-0026,hVSMC-0131,7
hVSMC-0026,hVSMC-0123,6
hVSMC-0026,hVSMC-0121,7
hVSMC-0026,hVSMC-0111,7
hVSMC-0026,hVSMC-0110,6
hVSMC-0026,hVSMC-0107,2
hVSMC-0026,hVSMC-0103,2
hVSMC-0026,hVSMC-0101,6
hVSMC-0026,hVSMC-0097,2
hVSMC-0026,hVSMC-0090,7
hVSMC-0026,hVSMC-0089,7
hVSMC-0026,hVSMC-0088,6
hVSMC-0026,hVSMC-0086,2
hVSMC-0026,hVSMC-0083,2
hVSMC-0026,hVSMC-0082,2
hVSMC-0026,hVSMC-0077,6
hVSMC-0026,hVSMC-0076,2
hVSMC-0026,hVSMC-0074,2
hVSMC-0026,hVSMC-0073,6
hVSMC-0026,hVSMC-0072,2
hVSMC-0026,hVSMC-0070,2
hVSMC-0026,hVSMC-0068,2
hVSMC-0026,hVSMC-0067,2
hVSMC-0026,hVSMC-0065,7
hVSMC-0026,hVSMC-0064,2
hVSMC-0026,hVSMC-0061,2
hVSMC-0026,hVSMC-0060,2
hVSMC-0026,hVSMC-0058,2
hVSMC-0026,hVSMC-0056,7
hVSMC-0026,hVSMC-0055,2
hVSMC-0026,hVSMC-0053,5
hVSMC-0026,hVSMC-0052,2
hVSMC-0026,hVSMC-0051,2
hVSMC-0026,hVSMC-0046,2
hVSMC-0026,hVSMC-0044,6
hVSMC-0026,hVSMC-0042,3
hVSMC-0026,hVSMC-0041,5
hVSMC-0026,hVSMC-0040,3
hVSMC-0026,hVSMC-0038,2
hVSMC-0026,hVSMC-0035,7
hVSMC-0026,hVSMC-0031,2
hVSMC-0026,hVSMC-0030,6
hVSMC-0026,hVSMC-0028,4
hVSMC-0025,hVSMC-1995,14
hVSMC-0025,hVSMC-1303,13
hVSMC-0025,hVSMC-1100,13
hVSMC-0025,hVSMC-0970,15
hVSMC-0025,hVSMC-0946,15
hVSMC-0025,hVSMC-0773,13
hVSMC-0025,hVSMC-0725,13
hVSMC-0025,hVSMC-0668,3
hVSMC-0025,hVSMC-0400,1
hVSMC-0025,hVSMC-0383,7
hVSMC-0025,hVSMC-0372,2
hVSMC-0025,hVSMC-0328,7
hVSMC-0025,hVSMC-0327,7
hVSMC-0025,hVSMC-0312,7
hVSMC-0025,hVSMC-0296,1
hVSMC-0025,hVSMC-0272,7
hVSMC-0025,hVSMC-0249,6
hVSMC-0025,hVSMC-0242,7
hVSMC-0025,hVSMC-0238,7
hVSMC-0025,hVSMC-0204,2
hVSMC-0025,hVSMC-0203,4
hVSMC-0025,hVSMC-0202,6
hVSMC-0025,hVSMC-0201,8
hVSMC-0025,hVSMC-0199,7
hVSMC-0025,hVSMC-0191,7
hVSMC-0025,hVSMC-0182,2
hVSMC-0025,hVSMC-0176,2
hVSMC-0025,hVSMC-0163,2
hVSMC-0025,hVSMC-0160,2
hVSMC-0025,hVSMC-0156,2
hVSMC-0025,hVSMC-0152,7
hVSMC-0025,hVSMC-0148,2
hVSMC-0025,hVSMC-0146,8
hVSMC-0025,hVSMC-0145,2
hVSMC-0025,hVSMC-0141,2
hVSMC-0025,hVSMC-0137,8
hVSMC-0025,hVSMC-0133,8
hVSMC-0025,hVSMC-0131,8
hVSMC-0025,hVSMC-0123,6
hVSMC-0025,hVSMC-0121,6
hVSMC-0025,hVSMC-0111,8
hVSMC-0025,hVSMC-0110,7
hVSMC-0025,hVSMC-0107,2
hVSMC-0025,hVSMC-0103,2
hVSMC-0025,hVSMC-0101,7
hVSMC-0025,hVSMC-0097,2
hVSMC-0025,hVSMC-0090,6
hVSMC-0025,hVSMC-0089,8
hVSMC-0025,hVSMC-0088,7
hVSMC-0025,hVSMC-0086,2
hVSMC-0025,hVSMC-0083,2
hVSMC-0025,hVSMC-0082,2
hVSMC-0025,hVSMC-0077,5
hVSMC-0025,hVSMC-0076,2
hVSMC-0025,hVSMC-0074,2
hVSMC-0025,hVSMC-0073,7
hVSMC-0025,hVSMC-0072,2
hVSMC-0025,hVSMC-0070,2
hVSMC-0025,hVSMC-0068,2
hVSMC-0025,hVSMC-0067,2
hVSMC-0025,hVSMC-0065,8
hVSMC-0025,hVSMC-0064,2
hVSMC-0025,hVSMC-0061,2
hVSMC-0025,hVSMC-0060,2
hVSMC-0025,hVSMC-0058,2
hVSMC-0025,hVSMC-0056,8
hVSMC-0025,hVSMC-0055,2
hVSMC-0025,hVSMC-0053,6
hVSMC-0025,hVSMC-0052,2
hVSMC-0025,hVSMC-0051,2
hVSMC-0025,hVSMC-0046,1
hVSMC-0025,hVSMC-0044,6
hVSMC-0025,hVSMC-0042,3
hVSMC-0025,hVSMC-0041,6
hVSMC-0025,hVSMC-0040,3
hVSMC-0025,hVSMC-0038,2
hVSMC-0025,hVSMC-0035,7
hVSMC-0025,hVSMC-0031,2
hVSMC-0025,hVSMC-0030,7
hVSMC-0025,hVSMC-0028,5
hVSMC-0025,hVSMC-0026,2
hVSMC-0024,hVSMC-1995,15
hVSMC-0024,hVSMC-1303,12
hVSMC-0024,hVSMC-1100,14
hVSMC-0024,hVSMC-0970,14
hVSMC-0024,hVSMC-0946,13
hVSMC-0024,hVSMC-0773,13
hVSMC-0024,hVSMC-0725,11
hVSMC-0024,hVSMC-0668,8
hVSMC-0024,hVSMC-0400,9
hVSMC-0024,hVSMC-0383,2
hVSMC-0024,hVSMC-0372,7
hVSMC-0024,hVSMC-0328,3
hVSMC-0024,hVSMC-0327,3
hVSMC-0024,hVSMC-0312,3
hVSMC-0024,hVSMC-0296,7
hVSMC-0024,hVSMC-0272,3
hVSMC-0024,hVSMC-0249,4
hVSMC-0024,hVSMC-0242,3
hVSMC-0024,hVSMC-0238,3
hVSMC-0024,hVSMC-0204,6
hVSMC-0024,hVSMC-0203,5
hVSMC-0024,hVSMC-0202,3
hVSMC-0024,hVSMC-0201,2
hVSMC-0024,hVSMC-0199,3
hVSMC-0024,hVSMC-0191,3
hVSMC-0024,hVSMC-0182,6
hVSMC-0024,hVSMC-0176,8
hVSMC-0024,hVSMC-0163,7
hVSMC-0024,hVSMC-0160,8
hVSMC-0024,hVSMC-0156,7
hVSMC-0024,hVSMC-0152,2
hVSMC-0024,hVSMC-0148,6
hVSMC-0024,hVSMC-0146,2
hVSMC-0024,hVSMC-0145,8
hVSMC-0024,hVSMC-0141,8
hVSMC-0024,hVSMC-0137,2
hVSMC-0024,hVSMC-0133,2
hVSMC-0024,hVSMC-0131,2
hVSMC-0024,hVSMC-0123,2
hVSMC-0024,hVSMC-0121,3
hVSMC-0024,hVSMC-0111,2
hVSMC-0024,hVSMC-0110,3
hVSMC-0024,hVSMC-0107,8
hVSMC-0024,hVSMC-0103,8
hVSMC-0024,hVSMC-0101,2
hVSMC-0024,hVSMC-0097,7
hVSMC-0024,hVSMC-0090,3
hVSMC-0024,hVSMC-0089,2
hVSMC-0024,hVSMC-0088,2
hVSMC-0024,hVSMC-0086,8
hVSMC-0024,hVSMC-0083,6
hVSMC-0024,hVSMC-0082,6
hVSMC-0024,hVSMC-0077,3
hVSMC-0024,hVSMC-0076,8
hVSMC-0024,hVSMC-0074,8
hVSMC-0024,hVSMC-0073,2
hVSMC-0024,hVSMC-0072,8
hVSMC-0024,hVSMC-0070,7
hVSMC-0024,hVSMC-0068,7
hVSMC-0024,hVSMC-0067,6
hVSMC-0024,hVSMC-0065,1
hVSMC-0024,hVSMC-0064,8
hVSMC-0024,hVSMC-0061,6
hVSMC-0024,hVSMC-0060,7
hVSMC-0024,hVSMC-0058,8
hVSMC-0024,hVSMC-0056,2
hVSMC-0024,hVSMC-0055,7
hVSMC-0024,hVSMC-0053,2
hVSMC-0024,hVSMC-0052,7
hVSMC-0024,hVSMC-0051,7
hVSMC-0024,hVSMC-0046,7
hVSMC-0024,hVSMC-0044,2
hVSMC-0024,hVSMC-0042,5
hVSMC-0024,hVSMC-0041,3
hVSMC-0024,hVSMC-0040,6
hVSMC-0024,hVSMC-0038,8
hVSMC-0024,hVSMC-0035,4
hVSMC-0024,hVSMC-0031,7
hVSMC-0024,hVSMC-0030,3
hVSMC-0024,hVSMC-0028,3
hVSMC-0024,hVSMC-0026,7
hVSMC-0024,hVSMC-0025,8
hVSMC-0022,hVSMC-1995,14
hVSMC-0022,hVSMC-1303,13
hVSMC-0022,hVSMC-1100,14
hVSMC-0022,hVSMC-0970,14
hVSMC-0022,hVSMC-0946,15
hVSMC-0022,hVSMC-0773,13
hVSMC-0022,hVSMC-0725,13
hVSMC-0022,hVSMC-0668,8
hVSMC-0022,hVSMC-0400,8
hVSMC-0022,hVSMC-0383,2
hVSMC-0022,hVSMC-0372,6
hVSMC-0022,hVSMC-0328,2
hVSMC-0022,hVSMC-0327,3
hVSMC-0022,hVSMC-0312,3
hVSMC-0022,hVSMC-0296,7
hVSMC-0022,hVSMC-0272,2
hVSMC-0022,hVSMC-0249,4
hVSMC-0022,hVSMC-0242,3
hVSMC-0022,hVSMC-0238,2
hVSMC-0022,hVSMC-0204,7
hVSMC-0022,hVSMC-0203,5
hVSMC-0022,hVSMC-0202,3
hVSMC-0022,hVSMC-0201,2
hVSMC-0022,hVSMC-0199,3
hVSMC-0022,hVSMC-0191,3
hVSMC-0022,hVSMC-0182,5
hVSMC-0022,hVSMC-0176,7
hVSMC-0022,hVSMC-0163,5
hVSMC-0022,hVSMC-0160,7
hVSMC-0022,hVSMC-0156,7
hVSMC-0022,hVSMC-0152,2
hVSMC-0022,hVSMC-0148,5
hVSMC-0022,hVSMC-0146,2
hVSMC-0022,hVSMC-0145,7
hVSMC-0022,hVSMC-0141,7
hVSMC-0022,hVSMC-0137,2
hVSMC-0022,hVSMC-0133,1
hVSMC-0022,hVSMC-0131,1
hVSMC-0022,hVSMC-0123,2
hVSMC-0022,hVSMC-0121,5
hVSMC-0022,hVSMC-0111,2
hVSMC-0022,hVSMC-0110,3
hVSMC-0022,hVSMC-0107,7
hVSMC-0022,hVSMC-0103,7
hVSMC-0022,hVSMC-0101,2
hVSMC-0022,hVSMC-0097,6
hVSMC-0022,hVSMC-0090,3
hVSMC-0022,hVSMC-0089,1
hVSMC-0022,hVSMC-0088,2
hVSMC-0022,hVSMC-0086,7
hVSMC-0022,hVSMC-0083,5
hVSMC-0022,hVSMC-0082,6
hVSMC-0022,hVSMC-0077,3
hVSMC-0022,hVSMC-0076,7
hVSMC-0022,hVSMC-0074,7
hVSMC-0022,hVSMC-0073,2
hVSMC-0022,hVSMC-0072,7
hVSMC-0022,hVSMC-0070,7
hVSMC-0022,hVSMC-0068,6
hVSMC-0022,hVSMC-0067,6
hVSMC-0022,hVSMC-0065,2
hVSMC-0022,hVSMC-0064,7
hVSMC-0022,hVSMC-0061,6
hVSMC-0022,hVSMC-0060,7
hVSMC-0022,hVSMC-0058,7
hVSMC-0022,hVSMC-0056,2
hVSMC-0022,hVSMC-0055,7
hVSMC-0022,hVSMC-0053,2
hVSMC-0022,hVSMC-0052,6
hVSMC-0022,hVSMC-0051,6
hVSMC-0022,hVSMC-0046,7
hVSMC-0022,hVSMC-0044,2
hVSMC-0022,hVSMC-0042,5
hVSMC-0022,hVSMC-0041,1
hVSMC-0022,hVSMC-0040,5
hVSMC-0022,hVSMC-0038,7
hVSMC-0022,hVSMC-0035,6
hVSMC-0022,hVSMC-0031,6
hVSMC-0022,hVSMC-0030,3
hVSMC-0022,hVSMC-0028,3
hVSMC-0022,hVSMC-0026,6
hVSMC-0022,hVSMC-0025,7
hVSMC-0022,hVSMC-0024,2
hVSMC-0021,hVSMC-1995,16
hVSMC-0021,hVSMC-1303,12
hVSMC-0021,hVSMC-1100,15
hVSMC-0021,hVSMC-0970,14
hVSMC-0021,hVSMC-0946,14
hVSMC-0021,hVSMC-0773,13
hVSMC-0021,hVSMC-0725,13
