source,target,treeDistance
hVSMC-0072,hVSMC-0110,36
hVSMC-0072,hVSMC-0107,14
hVSMC-0072,hVSMC-0103,34
hVSMC-0072,hVSMC-0101,34
hVSMC-0072,hVSMC-0097,36
hVSMC-0072,hVSMC-0090,38
hVSMC-0072,hVSMC-0089,36
hVSMC-0072,hVSMC-0088,19
hVSMC-0072,hVSMC-0086,12
hVSMC-0072,hVSMC-0083,6
hVSMC-0072,hVSMC-0082,36
hVSMC-0072,hVSMC-0077,38
hVSMC-0072,hVSMC-0076,8
hVSMC-0072,hVSMC-0074,11
hVSMC-0072,hVSMC-0073,32
hVSMC-0070,hVSMC-1995,18
hVSMC-0070,hVSMC-1303,31
hVSMC-0070,hVSMC-1100,16
hVSMC-0070,hVSMC-0970,27
hVSMC-0070,hVSMC-0946,33
hVSMC-0070,hVSMC-0773,25
hVSMC-0070,hVSMC-0725,27
hVSMC-0070,hVSMC-0668,0
hVSMC-0070,hVSMC-0400,34
hVSMC-0070,hVSMC-0383,20
hVSMC-0070,hVSMC-0372,10
hVSMC-0070,hVSMC-0328,12
hVSMC-0070,hVSMC-0327,16
hVSMC-0070,hVSMC-0312,10
hVSMC-0070,hVSMC-0296,26
hVSMC-0070,hVSMC-0272,38
hVSMC-0070,hVSMC-0249,10
hVSMC-0070,hVSMC-0242,16
hVSMC-0070,hVSMC-0238,8
hVSMC-0070,hVSMC-0204,12
hVSMC-0070,hVSMC-0203,26
hVSMC-0070,hVSMC-0202,10
hVSMC-0070,hVSMC-0201,40
hVSMC-0070,hVSMC-0199,34
hVSMC-0070,hVSMC-0191,20
hVSMC-0070,hVSMC-0182,12
hVSMC-0070,hVSMC-0176,16
hVSMC-0070,hVSMC-0163,2
hVSMC-0070,hVSMC-0160,34
hVSMC-0070,hVSMC-0156,12
hVSMC-0070,hVSMC-0152,38
hVSMC-0070,hVSMC-0148,34
hVSMC-0070,hVSMC-0146,8
hVSMC-0070,hVSMC-0145,34
hVSMC-0070,hVSMC-0141,16
hVSMC-0070,hVSMC-0137,38
hVSMC-0070,hVSMC-0133,36
hVSMC-0070,hVSMC-0131,38
hVSMC-0070,hVSMC-0123,10
hVSMC-0070,hVSMC-0121,8
hVSMC-0070,hVSMC-0111,38
hVSMC-0070,hVSMC-0110,8
hVSMC-0070,hVSMC-0107,34
hVSMC-0070,hVSMC-0103,14
hVSMC-0070,hVSMC-0101,22
hVSMC-0070,hVSMC-0097,14
hVSMC-0070,hVSMC-0090,12
hVSMC-0070,hVSMC-0089,8
hVSMC-0070,hVSMC-0088,37
hVSMC-0070,hVSMC-0086,38
hVSMC-0070,hVSMC-0083,34
hVSMC-0070,hVSMC-0082,12
hVSMC-0070,hVSMC-0077,12
hVSMC-0070,hVSMC-0076,32
hVSMC-0070,hVSMC-0074,35
hVSMC-0070,hVSMC-0073,10
hVSMC-0070,hVSMC-0072,34
hVSMC-0068,hVSMC-1995,12
hVSMC-0068,hVSMC-1303,29
hVSMC-0068,hVSMC-1100,16
hVSMC-0068,hVSMC-0970,31
hVSMC-0068,hVSMC-0946,29
hVSMC-0068,hVSMC-0773,25
hVSMC-0068,hVSMC-0725,29
hVSMC-0068,hVSMC-0668,12
hVSMC-0068,hVSMC-0400,38
hVSMC-0068,hVSMC-0383,18
hVSMC-0068,hVSMC-0372,8
hVSMC-0068,hVSMC-0328,8
hVSMC-0068,hVSMC-0327,12
hVSMC-0068,hVSMC-0312,6
hVSMC-0068,hVSMC-0296,28
hVSMC-0068,hVSMC-0272,40
hVSMC-0068,hVSMC-0249,6
hVSMC-0068,hVSMC-0242,12
hVSMC-0068,hVSMC-0238,8
hVSMC-0068,hVSMC-0204,6
hVSMC-0068,hVSMC-0203,24
hVSMC-0068,hVSMC-0202,10
hVSMC-0068,hVSMC-0201,40
hVSMC-0068,hVSMC-0199,38
hVSMC-0068,hVSMC-0191,20
hVSMC-0068,hVSMC-0182,6
hVSMC-0068,hVSMC-0176,8
hVSMC-0068,hVSMC-0163,10
hVSMC-0068,hVSMC-0160,36
hVSMC-0068,hVSMC-0156,6
hVSMC-0068,hVSMC-0152,44
hVSMC-0068,hVSMC-0148,38
hVSMC-0068,hVSMC-0146,8
hVSMC-0068,hVSMC-0145,38
hVSMC-0068,hVSMC-0141,8
hVSMC-0068,hVSMC-0137,42
hVSMC-0068,hVSMC-0133,38
hVSMC-0068,hVSMC-0131,40
hVSMC-0068,hVSMC-0123,4
hVSMC-0068,hVSMC-0121,8
hVSMC-0068,hVSMC-0111,40
hVSMC-0068,hVSMC-0110,8
hVSMC-0068,hVSMC-0107,38
hVSMC-0068,hVSMC-0103,12
hVSMC-0068,hVSMC-0101,20
hVSMC-0068,hVSMC-0097,4
hVSMC-0068,hVSMC-0090,4
hVSMC-0068,hVSMC-0089,8
hVSMC-0068,hVSMC-0088,43
hVSMC-0068,hVSMC-0086,44
hVSMC-0068,hVSMC-0083,36
hVSMC-0068,hVSMC-0082,6
hVSMC-0068,hVSMC-0077,2
hVSMC-0068,hVSMC-0076,36
hVSMC-0068,hVSMC-0074,41
hVSMC-0068,hVSMC-0073,10
hVSMC-0068,hVSMC-0072,38
hVSMC-0068,hVSMC-0070,12
hVSMC-0067,hVSMC-1995,32
hVSMC-0067,hVSMC-1303,15
hVSMC-0067,hVSMC-1100,32
hVSMC-0067,hVSMC-0970,39
hVSMC-0067,hVSMC-0946,41
hVSMC-0067,hVSMC-0773,29
hVSMC-0067,hVSMC-0725,15
hVSMC-0067,hVSMC-0668,26
hVSMC-0067,hVSMC-0400,20
hVSMC-0067,hVSMC-0383,26
hVSMC-0067,hVSMC-0372,26
hVSMC-0067,hVSMC-0328,28
hVSMC-0067,hVSMC-0327,26
hVSMC-0067,hVSMC-0312,24
hVSMC-0067,hVSMC-0296,0
hVSMC-0067,hVSMC-0272,28
hVSMC-0067,hVSMC-0249,26
hVSMC-0067,hVSMC-0242,26
hVSMC-0067,hVSMC-0238,24
hVSMC-0067,hVSMC-0204,24
hVSMC-0067,hVSMC-0203,10
hVSMC-0067,hVSMC-0202,28
hVSMC-0067,hVSMC-0201,26
hVSMC-0067,hVSMC-0199,22
hVSMC-0067,hVSMC-0191,24
hVSMC-0067,hVSMC-0182,24
hVSMC-0067,hVSMC-0176,22
hVSMC-0067,hVSMC-0163,26
hVSMC-0067,hVSMC-0160,20
hVSMC-0067,hVSMC-0156,24
hVSMC-0067,hVSMC-0152,26
hVSMC-0067,hVSMC-0148,20
hVSMC-0067,hVSMC-0146,24
hVSMC-0067,hVSMC-0145,20
hVSMC-0067,hVSMC-0141,22
hVSMC-0067,hVSMC-0137,22
hVSMC-0067,hVSMC-0133,24
hVSMC-0067,hVSMC-0131,28
hVSMC-0067,hVSMC-0123,26
hVSMC-0067,hVSMC-0121,24
hVSMC-0067,hVSMC-0111,28
hVSMC-0067,hVSMC-0110,24
hVSMC-0067,hVSMC-0107,26
hVSMC-0067,hVSMC-0103,22
hVSMC-0067,hVSMC-0101,26
hVSMC-0067,hVSMC-0097,24
hVSMC-0067,hVSMC-0090,26
hVSMC-0067,hVSMC-0089,24
hVSMC-0067,hVSMC-0088,27
hVSMC-0067,hVSMC-0086,26
hVSMC-0067,hVSMC-0083,24
hVSMC-0067,hVSMC-0082,24
hVSMC-0067,hVSMC-0077,26
hVSMC-0067,hVSMC-0076,20
hVSMC-0067,hVSMC-0074,19
hVSMC-0067,hVSMC-0073,28
hVSMC-0067,hVSMC-0072,24
hVSMC-0067,hVSMC-0070,26
hVSMC-0067,hVSMC-0068,28
hVSMC-0065,hVSMC-1995,20
hVSMC-0065,hVSMC-1303,29
hVSMC-0065,hVSMC-1100,26
hVSMC-0065,hVSMC-0970,27
hVSMC-0065,hVSMC-0946,37
hVSMC-0065,hVSMC-0773,11
hVSMC-0065,hVSMC-0725,29
hVSMC-0065,hVSMC-0668,22
hVSMC-0065,hVSMC-0400,38
hVSMC-0065,hVSMC-0383,6
hVSMC-0065,hVSMC-0372,20
hVSMC-0065,hVSMC-0328,24
hVSMC-0065,hVSMC-0327,24
hVSMC-0065,hVSMC-0312,18
hVSMC-0065,hVSMC-0296,28
hVSMC-0065,hVSMC-0272,38
hVSMC-0065,hVSMC-0249,18
hVSMC-0065,hVSMC-0242,24
hVSMC-0065,hVSMC-0238,20
hVSMC-0065,hVSMC-0204,20
hVSMC-0065,hVSMC-0203,22
hVSMC-0065,hVSMC-0202,22
hVSMC-0065,hVSMC-0201,36
hVSMC-0065,hVSMC-0199,34
hVSMC-0065,hVSMC-0191,8
hVSMC-0065,hVSMC-0182,20
hVSMC-0065,hVSMC-0176,22
hVSMC-0065,hVSMC-0163,22
hVSMC-0065,hVSMC-0160,34
hVSMC-0065,hVSMC-0156,20
hVSMC-0065,hVSMC-0152,38
hVSMC-0065,hVSMC-0148,38
hVSMC-0065,hVSMC-0146,20
hVSMC-0065,hVSMC-0145,38
hVSMC-0065,hVSMC-0141,22
hVSMC-0065,hVSMC-0137,38
hVSMC-0065,hVSMC-0133,36
hVSMC-0065,hVSMC-0131,38
hVSMC-0065,hVSMC-0123,18
hVSMC-0065,hVSMC-0121,20
hVSMC-0065,hVSMC-0111,38
hVSMC-0065,hVSMC-0110,20
hVSMC-0065,hVSMC-0107,38
hVSMC-0065,hVSMC-0103,22
hVSMC-0065,hVSMC-0101,4
hVSMC-0065,hVSMC-0097,20
hVSMC-0065,hVSMC-0090,20
hVSMC-0065,hVSMC-0089,20
hVSMC-0065,hVSMC-0088,37
hVSMC-0065,hVSMC-0086,38
hVSMC-0065,hVSMC-0083,38
hVSMC-0065,hVSMC-0082,20
hVSMC-0065,hVSMC-0077,20
hVSMC-0065,hVSMC-0076,36
hVSMC-0065,hVSMC-0074,37
hVSMC-0065,hVSMC-0073,22
hVSMC-0065,hVSMC-0072,36
hVSMC-0065,hVSMC-0070,22
hVSMC-0065,hVSMC-0068,20
hVSMC-0065,hVSMC-0067,28
hVSMC-0064,hVSMC-1995,20
hVSMC-0064,hVSMC-1303,35
hVSMC-0064,hVSMC-1100,18
hVSMC-0064,hVSMC-0970,37
hVSMC-0064,hVSMC-0946,35
hVSMC-0064,hVSMC-0773,25
hVSMC-0064,hVSMC-0725,31
hVSMC-0064,hVSMC-0668,12
hVSMC-0064,hVSMC-0400,36
hVSMC-0064,hVSMC-0383,20
hVSMC-0064,hVSMC-0372,16
hVSMC-0064,hVSMC-0328,18
hVSMC-0064,hVSMC-0327,18
hVSMC-0064,hVSMC-0312,8
hVSMC-0064,hVSMC-0296,24
hVSMC-0064,hVSMC-0272,42
hVSMC-0064,hVSMC-0249,12
hVSMC-0064,hVSMC-0242,18
hVSMC-0064,hVSMC-0238,12
hVSMC-0064,hVSMC-0204,10
hVSMC-0064,hVSMC-0203,26
hVSMC-0064,hVSMC-0202,18
hVSMC-0064,hVSMC-0201,38
hVSMC-0064,hVSMC-0199,36
hVSMC-0064,hVSMC-0191,22
hVSMC-0064,hVSMC-0182,10
hVSMC-0064,hVSMC-0176,12
hVSMC-0064,hVSMC-0163,12
hVSMC-0064,hVSMC-0160,32
hVSMC-0064,hVSMC-0156,10
hVSMC-0064,hVSMC-0152,42
hVSMC-0064,hVSMC-0148,36
hVSMC-0064,hVSMC-0146,12
hVSMC-0064,hVSMC-0145,36
hVSMC-0064,hVSMC-0141,12
hVSMC-0064,hVSMC-0137,42
hVSMC-0064,hVSMC-0133,40
hVSMC-0064,hVSMC-0131,42
hVSMC-0064,hVSMC-0123,8
hVSMC-0064,hVSMC-0121,12
hVSMC-0064,hVSMC-0111,42
hVSMC-0064,hVSMC-0110,12
hVSMC-0064,hVSMC-0107,40
hVSMC-0064,hVSMC-0103,10
hVSMC-0064,hVSMC-0101,22
hVSMC-0064,hVSMC-0097,14
hVSMC-0064,hVSMC-0090,10
hVSMC-0064,hVSMC-0089,12
hVSMC-0064,hVSMC-0088,41
hVSMC-0064,hVSMC-0086,38
hVSMC-0064,hVSMC-0083,38
hVSMC-0064,hVSMC-0082,10
hVSMC-0064,hVSMC-0077,10
hVSMC-0064,hVSMC-0076,34
hVSMC-0064,hVSMC-0074,37
hVSMC-0064,hVSMC-0073,18
hVSMC-0064,hVSMC-0072,36
hVSMC-0064,hVSMC-0070,12
hVSMC-0064,hVSMC-0068,10
hVSMC-0064,hVSMC-0067,24
hVSMC-0064,hVSMC-0065,22
hVSMC-0061,hVSMC-1995,17
hVSMC-0061,hVSMC-1303,30
hVSMC-0061,hVSMC-1100,17
hVSMC-0061,hVSMC-0970,32
hVSMC-0061,hVSMC-0946,30
hVSMC-0061,hVSMC-0773,24
hVSMC-0061,hVSMC-0725,28
hVSMC-0061,hVSMC-0668,7
hVSMC-0061,hVSMC-0400,35
hVSMC-0061,hVSMC-0383,21
hVSMC-0061,hVSMC-0372,11
hVSMC-0061,hVSMC-0328,11
hVSMC-0061,hVSMC-0327,11
hVSMC-0061,hVSMC-0312,7
hVSMC-0061,hVSMC-0296,25
hVSMC-0061,hVSMC-0272,41
hVSMC-0061,hVSMC-0249,7
hVSMC-0061,hVSMC-0242,11
hVSMC-0061,hVSMC-0238,3
hVSMC-0061,hVSMC-0204,9
hVSMC-0061,hVSMC-0203,25
hVSMC-0061,hVSMC-0202,13
hVSMC-0061,hVSMC-0201,39
hVSMC-0061,hVSMC-0199,37
hVSMC-0061,hVSMC-0191,19
hVSMC-0061,hVSMC-0182,9
hVSMC-0061,hVSMC-0176,13
hVSMC-0061,hVSMC-0163,7
hVSMC-0061,hVSMC-0160,35
hVSMC-0061,hVSMC-0156,9
hVSMC-0061,hVSMC-0152,41
hVSMC-0061,hVSMC-0148,35
hVSMC-0061,hVSMC-0146,3
hVSMC-0061,hVSMC-0145,35
hVSMC-0061,hVSMC-0141,13
hVSMC-0061,hVSMC-0137,41
hVSMC-0061,hVSMC-0133,39
hVSMC-0061,hVSMC-0131,41
hVSMC-0061,hVSMC-0123,7
hVSMC-0061,hVSMC-0121,3
hVSMC-0061,hVSMC-0111,41
hVSMC-0061,hVSMC-0110,3
hVSMC-0061,hVSMC-0107,39
hVSMC-0061,hVSMC-0103,11
hVSMC-0061,hVSMC-0101,23
hVSMC-0061,hVSMC-0097,9
hVSMC-0061,hVSMC-0090,7
hVSMC-0061,hVSMC-0089,3
hVSMC-0061,hVSMC-0088,40
hVSMC-0061,hVSMC-0086,43
hVSMC-0061,hVSMC-0083,35
hVSMC-0061,hVSMC-0082,9
hVSMC-0061,hVSMC-0077,7
hVSMC-0061,hVSMC-0076,33
hVSMC-0061,hVSMC-0074,38
hVSMC-0061,hVSMC-0073,13
hVSMC-0061,hVSMC-0072,35
hVSMC-0061,hVSMC-0070,7
hVSMC-0061,hVSMC-0068,7
hVSMC-0061,hVSMC-0067,25
hVSMC-0061,hVSMC-0065,21
hVSMC-0061,hVSMC-0064,9
hVSMC-0060,hVSMC-1995,14
hVSMC-0060,hVSMC-1303,31
hVSMC-0060,hVSMC-1100,20
hVSMC-0060,hVSMC-0970,35
hVSMC-0060,hVSMC-0946,29
hVSMC-0060,hVSMC-0773,23
hVSMC-0060,hVSMC-0725,27
hVSMC-0060,hVSMC-0668,16
hVSMC-0060,hVSMC-0400,34
hVSMC-0060,hVSMC-0383,18
hVSMC-0060,hVSMC-0372,10
hVSMC-0060,hVSMC-0328,10
hVSMC-0060,hVSMC-0327,10
hVSMC-0060,hVSMC-0312,10
hVSMC-0060,hVSMC-0296,22
hVSMC-0060,hVSMC-0272,38
hVSMC-0060,hVSMC-0249,12
hVSMC-0060,hVSMC-0242,10
hVSMC-0060,hVSMC-0238,10
hVSMC-0060,hVSMC-0204,4
hVSMC-0060,hVSMC-0203,24
hVSMC-0060,hVSMC-0202,14
hVSMC-0060,hVSMC-0201,34
hVSMC-0060,hVSMC-0199,36
hVSMC-0060,hVSMC-0191,22
hVSMC-0060,hVSMC-0182,4
hVSMC-0060,hVSMC-0176,0
hVSMC-0060,hVSMC-0163,16
hVSMC-0060,hVSMC-0160,30
hVSMC-0060,hVSMC-0156,4
hVSMC-0060,hVSMC-0152,36
hVSMC-0060,hVSMC-0148,34
hVSMC-0060,hVSMC-0146,10
hVSMC-0060,hVSMC-0145,34
hVSMC-0060,hVSMC-0141,0
hVSMC-0060,hVSMC-0137,34
hVSMC-0060,hVSMC-0133,34
hVSMC-0060,hVSMC-0131,38
hVSMC-0060,hVSMC-0123,10
hVSMC-0060,hVSMC-0121,10
hVSMC-0060,hVSMC-0111,38
hVSMC-0060,hVSMC-0110,10
hVSMC-0060,hVSMC-0107,36
hVSMC-0060,hVSMC-0103,4
hVSMC-0060,hVSMC-0101,22
hVSMC-0060,hVSMC-0097,4
hVSMC-0060,hVSMC-0090,8
hVSMC-0060,hVSMC-0089,10
hVSMC-0060,hVSMC-0088,35
hVSMC-0060,hVSMC-0086,36
hVSMC-0060,hVSMC-0083,34
hVSMC-0060,hVSMC-0082,4
hVSMC-0060,hVSMC-0077,8
hVSMC-0060,hVSMC-0076,34
hVSMC-0060,hVSMC-0074,35
hVSMC-0060,hVSMC-0073,14
hVSMC-0060,hVSMC-0072,34
hVSMC-0060,hVSMC-0070,16
hVSMC-0060,hVSMC-0068,8
hVSMC-0060,hVSMC-0067,22
hVSMC-0060,hVSMC-0065,22
hVSMC-0060,hVSMC-0064,12
hVSMC-0060,hVSMC-0061,13
hVSMC-0058,hVSMC-1995,14
hVSMC-0058,hVSMC-1303,31
hVSMC-0058,hVSMC-1100,20
hVSMC-0058,hVSMC-0970,35
hVSMC-0058,hVSMC-0946,29
hVSMC-0058,hVSMC-0773,23
hVSMC-0058,hVSMC-0725,27
hVSMC-0058,hVSMC-0668,16
hVSMC-0058,hVSMC-0400,34
hVSMC-0058,hVSMC-0383,18
hVSMC-0058,hVSMC-0372,10
hVSMC-0058,hVSMC-0328,10
hVSMC-0058,hVSMC-0327,10
hVSMC-0058,hVSMC-0312,10
hVSMC-0058,hVSMC-0296,22
hVSMC-0058,hVSMC-0272,38
hVSMC-0058,hVSMC-0249,12
hVSMC-0058,hVSMC-0242,10
hVSMC-0058,hVSMC-0238,10
hVSMC-0058,hVSMC-0204,4
hVSMC-0058,hVSMC-0203,24
hVSMC-0058,hVSMC-0202,14
hVSMC-0058,hVSMC-0201,34
hVSMC-0058,hVSMC-0199,36
hVSMC-0058,hVSMC-0191,22
hVSMC-0058,hVSMC-0182,4
hVSMC-0058,hVSMC-0176,0
hVSMC-0058,hVSMC-0163,16
hVSMC-0058,hVSMC-0160,30
hVSMC-0058,hVSMC-0156,4
hVSMC-0058,hVSMC-0152,36
hVSMC-0058,hVSMC-0148,34
hVSMC-0058,hVSMC-0146,10
hVSMC-0058,hVSMC-0145,34
hVSMC-0058,hVSMC-0141,0
hVSMC-0058,hVSMC-0137,34
hVSMC-0058,hVSMC-0133,34
hVSMC-0058,hVSMC-0131,38
hVSMC-0058,hVSMC-0123,10
hVSMC-0058,hVSMC-0121,10
hVSMC-0058,hVSMC-0111,38
hVSMC-0058,hVSMC-0110,10
hVSMC-0058,hVSMC-0107,36
hVSMC-0058,hVSMC-0103,4
hVSMC-0058,hVSMC-0101,22
hVSMC-0058,hVSMC-0097,4
hVSMC-0058,hVSMC-0090,8
hVSMC-0058,hVSMC-0089,10
hVSMC-0058,hVSMC-0088,35
hVSMC-0058,hVSMC-0086,36
hVSMC-0058,hVSMC-0083,34
hVSMC-0058,hVSMC-0082,4
hVSMC-0058,hVSMC-0077,8
hVSMC-0058,hVSMC-0076,34
hVSMC-0058,hVSMC-0074,35
hVSMC-0058,hVSMC-0073,14
hVSMC-0058,hVSMC-0072,34
hVSMC-0058,hVSMC-0070,16
hVSMC-0058,hVSMC-0068,8
hVSMC-0058,hVSMC-0067,22
hVSMC-0058,hVSMC-0065,22
hVSMC-0058,hVSMC-0064,12
hVSMC-0058,hVSMC-0061,13
hVSMC-0058,hVSMC-0060,0
hVSMC-0056,hVSMC-1995,36
hVSMC-0056,hVSMC-1303,25
hVSMC-0056,hVSMC-1100,38
hVSMC-0056,hVSMC-0970,45
hVSMC-0056,hVSMC-0946,41
hVSMC-0056,hVSMC-0773,31
hVSMC-0056,hVSMC-0725,21
hVSMC-0056,hVSMC-0668,34
hVSMC-0056,hVSMC-0400,14
hVSMC-0056,hVSMC-0383,30
hVSMC-0056,hVSMC-0372,34
hVSMC-0056,hVSMC-0328,34
hVSMC-0056,hVSMC-0327,38
hVSMC-0056,hVSMC-0312,36
hVSMC-0056,hVSMC-0296,22
hVSMC-0056,hVSMC-0272,8
hVSMC-0056,hVSMC-0249,36
hVSMC-0056,hVSMC-0242,38
hVSMC-0056,hVSMC-0238,36
hVSMC-0056,hVSMC-0204,36
hVSMC-0056,hVSMC-0203,22
hVSMC-0056,hVSMC-0202,34
hVSMC-0056,hVSMC-0201,8
hVSMC-0056,hVSMC-0199,0
hVSMC-0056,hVSMC-0191,30
hVSMC-0056,hVSMC-0182,36
hVSMC-0056,hVSMC-0176,36
hVSMC-0056,hVSMC-0163,36
hVSMC-0056,hVSMC-0160,14
hVSMC-0056,hVSMC-0156,36
hVSMC-0056,hVSMC-0152,8
hVSMC-0056,hVSMC-0148,14
hVSMC-0056,hVSMC-0146,36
hVSMC-0056,hVSMC-0145,14
hVSMC-0056,hVSMC-0141,36
hVSMC-0056,hVSMC-0137,8
hVSMC-0056,hVSMC-0133,6
hVSMC-0056,hVSMC-0131,8
hVSMC-0056,hVSMC-0123,38
hVSMC-0056,hVSMC-0121,36
hVSMC-0056,hVSMC-0111,8
hVSMC-0056,hVSMC-0110,36
hVSMC-0056,hVSMC-0107,18
hVSMC-0056,hVSMC-0103,34
hVSMC-0056,hVSMC-0101,30
hVSMC-0056,hVSMC-0097,36
hVSMC-0056,hVSMC-0090,38
hVSMC-0056,hVSMC-0089,36
hVSMC-0056,hVSMC-0088,9
hVSMC-0056,hVSMC-0086,20
hVSMC-0056,hVSMC-0083,16
hVSMC-0056,hVSMC-0082,36
hVSMC-0056,hVSMC-0077,38
hVSMC-0056,hVSMC-0076,16
hVSMC-0056,hVSMC-0074,7
hVSMC-0056,hVSMC-0073,34
hVSMC-0056,hVSMC-0072,16
hVSMC-0056,hVSMC-0070,34
hVSMC-0056,hVSMC-0068,38
hVSMC-0056,hVSMC-0067,22
hVSMC-0056,hVSMC-0065,34
hVSMC-0056,hVSMC-0064,36
hVSMC-0056,hVSMC-0061,37
hVSMC-0056,hVSMC-0060,36
hVSMC-0056,hVSMC-0058,36
hVSMC-0055,hVSMC-1995,30
hVSMC-0055,hVSMC-1303,39
hVSMC-0055,hVSMC-1100,32
hVSMC-0055,hVSMC-0970,43
hVSMC-0055,hVSMC-0946,13
hVSMC-0055,hVSMC-0773,31
hVSMC-0055,hVSMC-0725,39
hVSMC-0055,hVSMC-0668,30
hVSMC-0055,hVSMC-0400,44
hVSMC-0055,hVSMC-0383,28
hVSMC-0055,hVSMC-0372,28
hVSMC-0055,hVSMC-0328,28
hVSMC-0055,hVSMC-0327,28
hVSMC-0055,hVSMC-0312,28
hVSMC-0055,hVSMC-0296,36
hVSMC-0055,hVSMC-0272,48
hVSMC-0055,hVSMC-0249,28
hVSMC-0055,hVSMC-0242,28
hVSMC-0055,hVSMC-0238,28
hVSMC-0055,hVSMC-0204,24
hVSMC-0055,hVSMC-0203,34
hVSMC-0055,hVSMC-0202,30
hVSMC-0055,hVSMC-0201,46
hVSMC-0055,hVSMC-0199,42
hVSMC-0055,hVSMC-0191,28
hVSMC-0055,hVSMC-0182,24
hVSMC-0055,hVSMC-0176,28
hVSMC-0055,hVSMC-0163,30
hVSMC-0055,hVSMC-0160,44
hVSMC-0055,hVSMC-0156,24
hVSMC-0055,hVSMC-0152,48
hVSMC-0055,hVSMC-0148,44
hVSMC-0055,hVSMC-0146,28
hVSMC-0055,hVSMC-0145,44
hVSMC-0055,hVSMC-0141,28
hVSMC-0055,hVSMC-0137,46
hVSMC-0055,hVSMC-0133,44
hVSMC-0055,hVSMC-0131,48
hVSMC-0055,hVSMC-0123,28
hVSMC-0055,hVSMC-0121,28
hVSMC-0055,hVSMC-0111,48
hVSMC-0055,hVSMC-0110,28
hVSMC-0055,hVSMC-0107,50
hVSMC-0055,hVSMC-0103,26
hVSMC-0055,hVSMC-0101,26
hVSMC-0055,hVSMC-0097,26
hVSMC-0055,hVSMC-0090,28
hVSMC-0055,hVSMC-0089,28
hVSMC-0055,hVSMC-0088,49
hVSMC-0055,hVSMC-0086,52
hVSMC-0055,hVSMC-0083,42
hVSMC-0055,hVSMC-0082,24
hVSMC-0055,hVSMC-0077,28
hVSMC-0055,hVSMC-0076,40
hVSMC-0055,hVSMC-0074,45
hVSMC-0055,hVSMC-0073,30
hVSMC-0055,hVSMC-0072,42
hVSMC-0055,hVSMC-0070,30
hVSMC-0055,hVSMC-0068,28
hVSMC-0055,hVSMC-0067,36
hVSMC-0055,hVSMC-0065,26
hVSMC-0055,hVSMC-0064,30
hVSMC-0055,hVSMC-0061,27
hVSMC-0055,hVSMC-0060,28
hVSMC-0055,hVSMC-0058,28
hVSMC-0055,hVSMC-0056,42
hVSMC-0053,hVSMC-1995,38
hVSMC-0053,hVSMC-1303,25
hVSMC-0053,hVSMC-1100,40
hVSMC-0053,hVSMC-0970,45
hVSMC-0053,hVSMC-0946,43
hVSMC-0053,hVSMC-0773,33
hVSMC-0053,hVSMC-0725,27
hVSMC-0053,hVSMC-0668,38
hVSMC-0053,hVSMC-0400,16
hVSMC-0053,hVSMC-0383,36
hVSMC-0053,hVSMC-0372,40
hVSMC-0053,hVSMC-0328,38
hVSMC-0053,hVSMC-0327,42
hVSMC-0053,hVSMC-0312,42
hVSMC-0053,hVSMC-0296,26
hVSMC-0053,hVSMC-0272,6
hVSMC-0053,hVSMC-0249,42
hVSMC-0053,hVSMC-0242,42
hVSMC-0053,hVSMC-0238,42
hVSMC-0053,hVSMC-0204,40
hVSMC-0053,hVSMC-0203,28
hVSMC-0053,hVSMC-0202,36
hVSMC-0053,hVSMC-0201,4
hVSMC-0053,hVSMC-0199,8
hVSMC-0053,hVSMC-0191,38
hVSMC-0053,hVSMC-0182,40
hVSMC-0053,hVSMC-0176,36
hVSMC-0053,hVSMC-0163,38
hVSMC-0053,hVSMC-0160,14
hVSMC-0053,hVSMC-0156,40
hVSMC-0053,hVSMC-0152,0
hVSMC-0053,hVSMC-0148,16
hVSMC-0053,hVSMC-0146,42
hVSMC-0053,hVSMC-0145,16
hVSMC-0053,hVSMC-0141,36
hVSMC-0053,hVSMC-0137,4
hVSMC-0053,hVSMC-0133,6
hVSMC-0053,hVSMC-0131,6
hVSMC-0053,hVSMC-0123,42
hVSMC-0053,hVSMC-0121,42
hVSMC-0053,hVSMC-0111,6
hVSMC-0053,hVSMC-0110,42
hVSMC-0053,hVSMC-0107,14
hVSMC-0053,hVSMC-0103,38
hVSMC-0053,hVSMC-0101,36
hVSMC-0053,hVSMC-0097,40
hVSMC-0053,hVSMC-0090,42
hVSMC-0053,hVSMC-0089,42
hVSMC-0053,hVSMC-0088,1
hVSMC-0053,hVSMC-0086,14
hVSMC-0053,hVSMC-0083,18
hVSMC-0053,hVSMC-0082,40
hVSMC-0053,hVSMC-0077,42
hVSMC-0053,hVSMC-0076,18
hVSMC-0053,hVSMC-0074,9
hVSMC-0053,hVSMC-0073,36
hVSMC-0053,hVSMC-0072,20
hVSMC-0053,hVSMC-0070,38
hVSMC-0053,hVSMC-0068,44
hVSMC-0053,hVSMC-0067,26
hVSMC-0053,hVSMC-0065,38
hVSMC-0053,hVSMC-0064,42
hVSMC-0053,hVSMC-0061,41
hVSMC-0053,hVSMC-0060,36
hVSMC-0053,hVSMC-0058,36
hVSMC-0053,hVSMC-0056,8
hVSMC-0053,hVSMC-0055,48
hVSMC-0052,hVSMC-1995,18
hVSMC-0052,hVSMC-1303,31
