"editDistance","interaction","name","selected","shared interaction","shared name","treeDistance"
"7","edit distance","hVSMC-0026 to hVSMC-0056","false","edit distance","hVSMC-0026 to hVSMC-0056","36"
"6","edit distance","hVSMC-0026 to hVSMC-0044","false","edit distance","hVSMC-0026 to hVSMC-0044","8"
"5","edit distance","hVSMC-0026 to hVSMC-0041","false","edit distance","hVSMC-0026 to hVSMC-0041","33"
"3","edit distance","hVSMC-0026 to hVSMC-0040","false","edit distance","hVSMC-0026 to hVSMC-0040","25"
"2","edit distance","hVSMC-0026 to hVSMC-0038","false","edit distance","hVSMC-0026 to hVSMC-0038","34"
"7","edit distance","hVSMC-0026 to hVSMC-0035","false","edit distance","hVSMC-0026 to hVSMC-0035","10"
"9","edit distance","hVSMC-0024 to hVSMC-0400","false","edit distance","hVSMC-0024 to hVSMC-0400","36"
"7","edit distance","hVSMC-0024 to hVSMC-0372","false","edit distance","hVSMC-0024 to hVSMC-0372","12"
"2","edit distance","hVSMC-0024 to hVSMC-0340","false","edit distance","hVSMC-0024 to hVSMC-0340","10"
"7","edit distance","hVSMC-0024 to hVSMC-0332","false","edit distance","hVSMC-0024 to hVSMC-0332","28"
"3","edit distance","hVSMC-0024 to hVSMC-0328","false","edit distance","hVSMC-0024 to hVSMC-0328","12"
"3","edit distance","hVSMC-0024 to hVSMC-0327","false","edit distance","hVSMC-0024 to hVSMC-0327","8"
"3","edit distance","hVSMC-0024 to hVSMC-0317","false","edit distance","hVSMC-0024 to hVSMC-0317","6"
"3","edit distance","hVSMC-0024 to hVSMC-0312","false","edit distance","hVSMC-0024 to hVSMC-0312","4"
"7","edit distance","hVSMC-0024 to hVSMC-0296","false","edit distance","hVSMC-0024 to hVSMC-0296","24"
"2","edit distance","hVSMC-0024 to hVSMC-0295","false","edit distance","hVSMC-0024 to hVSMC-0295","10"
"8","edit distance","hVSMC-0024 to hVSMC-0294","false","edit distance","hVSMC-0024 to hVSMC-0294","8"
"3","edit distance","hVSMC-0024 to hVSMC-0292","false","edit distance","hVSMC-0024 to hVSMC-0292","4"
"7","edit distance","hVSMC-0024 to hVSMC-0282","false","edit distance","hVSMC-0024 to hVSMC-0282","8"
"9","edit distance","hVSMC-0024 to hVSMC-0275","false","edit distance","hVSMC-0024 to hVSMC-0275","10"
"3","edit distance","hVSMC-0024 to hVSMC-0272","false","edit distance","hVSMC-0024 to hVSMC-0272","40"
"3","edit distance","hVSMC-0024 to hVSMC-0270","false","edit distance","hVSMC-0024 to hVSMC-0270","0"
"3","edit distance","hVSMC-0024 to hVSMC-0264","false","edit distance","hVSMC-0024 to hVSMC-0264","3"
"8","edit distance","hVSMC-0024 to hVSMC-0260","false","edit distance","hVSMC-0024 to hVSMC-0260","10"
"2","edit distance","hVSMC-0024 to hVSMC-0252","false","edit distance","hVSMC-0024 to hVSMC-0252","18"
"2","edit distance","hVSMC-0024 to hVSMC-0251","false","edit distance","hVSMC-0024 to hVSMC-0251","32"
"9","edit distance","hVSMC-0024 to hVSMC-0250","false","edit distance","hVSMC-0024 to hVSMC-0250","12"
"4","edit distance","hVSMC-0024 to hVSMC-0249","false","edit distance","hVSMC-0024 to hVSMC-0249","6"
"3","edit distance","hVSMC-0024 to hVSMC-0242","false","edit distance","hVSMC-0024 to hVSMC-0242","8"
"2","edit distance","hVSMC-0024 to hVSMC-0236","false","edit distance","hVSMC-0024 to hVSMC-0236","0"
"8","edit distance","hVSMC-0024 to hVSMC-0228","false","edit distance","hVSMC-0024 to hVSMC-0228","10"
"2","edit distance","hVSMC-0024 to hVSMC-0215","false","edit distance","hVSMC-0024 to hVSMC-0215","8"
"8","edit distance","hVSMC-0024 to hVSMC-0213","false","edit distance","hVSMC-0024 to hVSMC-0213","11"
"7","edit distance","hVSMC-0024 to hVSMC-0209","false","edit distance","hVSMC-0024 to hVSMC-0209","10"
"3","edit distance","hVSMC-0024 to hVSMC-0207","false","edit distance","hVSMC-0024 to hVSMC-0207","41"
"6","edit distance","hVSMC-0024 to hVSMC-0204","false","edit distance","hVSMC-0024 to hVSMC-0204","10"
"5","edit distance","hVSMC-0024 to hVSMC-0203","false","edit distance","hVSMC-0024 to hVSMC-0203","26"
"3","edit distance","hVSMC-0024 to hVSMC-0202","false","edit distance","hVSMC-0024 to hVSMC-0202","14"
"2","edit distance","hVSMC-0024 to hVSMC-0201","false","edit distance","hVSMC-0024 to hVSMC-0201","40"
"8","edit distance","hVSMC-0024 to hVSMC-0196","false","edit distance","hVSMC-0024 to hVSMC-0196","10"
"3","edit distance","hVSMC-0024 to hVSMC-0191","false","edit distance","hVSMC-0024 to hVSMC-0191","20"
"6","edit distance","hVSMC-0024 to hVSMC-0182","false","edit distance","hVSMC-0024 to hVSMC-0182","10"
"2","edit distance","hVSMC-0024 to hVSMC-0178","false","edit distance","hVSMC-0024 to hVSMC-0178","4"
"8","edit distance","hVSMC-0024 to hVSMC-0176","false","edit distance","hVSMC-0024 to hVSMC-0176","10"
"6","edit distance","hVSMC-0024 to hVSMC-0172","false","edit distance","hVSMC-0024 to hVSMC-0172","10"
"7","edit distance","hVSMC-0024 to hVSMC-0163","false","edit distance","hVSMC-0024 to hVSMC-0163","8"
"7","edit distance","hVSMC-0024 to hVSMC-0156","false","edit distance","hVSMC-0024 to hVSMC-0156","10"
"5","edit distance","hVSMC-0024 to hVSMC-0153","false","edit distance","hVSMC-0024 to hVSMC-0153","12"
"7","edit distance","hVSMC-0024 to hVSMC-0149","false","edit distance","hVSMC-0024 to hVSMC-0149","28"
"6","edit distance","hVSMC-0024 to hVSMC-0148","false","edit distance","hVSMC-0024 to hVSMC-0148","36"
"5","edit distance","hVSMC-0024 to hVSMC-0142","false","edit distance","hVSMC-0024 to hVSMC-0142","12"
"8","edit distance","hVSMC-0024 to hVSMC-0141","false","edit distance","hVSMC-0024 to hVSMC-0141","10"
"8","edit distance","hVSMC-0024 to hVSMC-0139","false","edit distance","hVSMC-0024 to hVSMC-0139","10"
"2","edit distance","hVSMC-0024 to hVSMC-0137","false","edit distance","hVSMC-0024 to hVSMC-0137","40"
"2","edit distance","hVSMC-0024 to hVSMC-0130","false","edit distance","hVSMC-0024 to hVSMC-0130","39"
"5","edit distance","hVSMC-0024 to hVSMC-0120","false","edit distance","hVSMC-0024 to hVSMC-0120","12"
"6","edit distance","hVSMC-0024 to hVSMC-0117","false","edit distance","hVSMC-0024 to hVSMC-0117","16"
"2","edit distance","hVSMC-0024 to hVSMC-0116","false","edit distance","hVSMC-0024 to hVSMC-0116","3"
"2","edit distance","hVSMC-0024 to hVSMC-0108","false","edit distance","hVSMC-0024 to hVSMC-0108","24"
"8","edit distance","hVSMC-0024 to hVSMC-0103","false","edit distance","hVSMC-0024 to hVSMC-0103","10"
"8","edit distance","hVSMC-0024 to hVSMC-0102","false","edit distance","hVSMC-0024 to hVSMC-0102","10"
"2","edit distance","hVSMC-0024 to hVSMC-0101","false","edit distance","hVSMC-0024 to hVSMC-0101","24"
"2","edit distance","hVSMC-0024 to hVSMC-0099","false","edit distance","hVSMC-0024 to hVSMC-0099","42"
"7","edit distance","hVSMC-0024 to hVSMC-0097","false","edit distance","hVSMC-0024 to hVSMC-0097","8"
"3","edit distance","hVSMC-0024 to hVSMC-0090","false","edit distance","hVSMC-0024 to hVSMC-0090","6"
"2","edit distance","hVSMC-0024 to hVSMC-0089","false","edit distance","hVSMC-0024 to hVSMC-0089","0"
"2","edit distance","hVSMC-0024 to hVSMC-0088","false","edit distance","hVSMC-0024 to hVSMC-0088","41"
"8","edit distance","hVSMC-0024 to hVSMC-0086","false","edit distance","hVSMC-0024 to hVSMC-0086","42"
"8","edit distance","hVSMC-0024 to hVSMC-0085","false","edit distance","hVSMC-0024 to hVSMC-0085","10"
"6","edit distance","hVSMC-0024 to hVSMC-0083","false","edit distance","hVSMC-0024 to hVSMC-0083","34"
"8","edit distance","hVSMC-0024 to hVSMC-0076","false","edit distance","hVSMC-0024 to hVSMC-0076","32"
"2","edit distance","hVSMC-0024 to hVSMC-0073","false","edit distance","hVSMC-0024 to hVSMC-0073","14"
"7","edit distance","hVSMC-0024 to hVSMC-0070","false","edit distance","hVSMC-0024 to hVSMC-0070","8"
"6","edit distance","hVSMC-0024 to hVSMC-0067","false","edit distance","hVSMC-0024 to hVSMC-0067","24"
"1","edit distance","hVSMC-0024 to hVSMC-0065","false","edit distance","hVSMC-0024 to hVSMC-0065","20"
"8","edit distance","hVSMC-0024 to hVSMC-0064","false","edit distance","hVSMC-0024 to hVSMC-0064","12"
"6","edit distance","hVSMC-0024 to hVSMC-0061","false","edit distance","hVSMC-0024 to hVSMC-0061","3"
"7","edit distance","hVSMC-0024 to hVSMC-0060","false","edit distance","hVSMC-0024 to hVSMC-0060","10"
"8","edit distance","hVSMC-0024 to hVSMC-0058","false","edit distance","hVSMC-0024 to hVSMC-0058","10"
"6","edit distance","hVSMC-0024 to hVSMC-0057","false","edit distance","hVSMC-0024 to hVSMC-0057","32"
"7","edit distance","hVSMC-0024 to hVSMC-0055","false","edit distance","hVSMC-0024 to hVSMC-0055","28"
"2","edit distance","hVSMC-0024 to hVSMC-0053","false","edit distance","hVSMC-0024 to hVSMC-0053","42"
"7","edit distance","hVSMC-0024 to hVSMC-0052","false","edit distance","hVSMC-0024 to hVSMC-0052","8"
"7","edit distance","hVSMC-0024 to hVSMC-0051","false","edit distance","hVSMC-0024 to hVSMC-0051","33"
"8","edit distance","hVSMC-0024 to hVSMC-0050","false","edit distance","hVSMC-0024 to hVSMC-0050","34"
"5","edit distance","hVSMC-0024 to hVSMC-0047","false","edit distance","hVSMC-0024 to hVSMC-0047","12"
"7","edit distance","hVSMC-0024 to hVSMC-0046","false","edit distance","hVSMC-0024 to hVSMC-0046","36"
"5","edit distance","hVSMC-0024 to hVSMC-0042","false","edit distance","hVSMC-0024 to hVSMC-0042","7"
"7","edit distance","hVSMC-0024 to hVSMC-0031","false","edit distance","hVSMC-0024 to hVSMC-0031","8"
"3","edit distance","hVSMC-0024 to hVSMC-0030","false","edit distance","hVSMC-0024 to hVSMC-0030","0"
"5","edit distance","hVSMC-0024 to hVSMC-0029","false","edit distance","hVSMC-0024 to hVSMC-0029","13"
"3","edit distance","hVSMC-0024 to hVSMC-0028","false","edit distance","hVSMC-0024 to hVSMC-0028","6"
"5","edit distance","hVSMC-0024 to hVSMC-0027","false","edit distance","hVSMC-0024 to hVSMC-0027","16"
"8","edit distance","hVSMC-0024 to hVSMC-0025","false","edit distance","hVSMC-0024 to hVSMC-0025","36"
"2","edit distance","hVSMC-0024 to hVSMC-0022","false","edit distance","hVSMC-0024 to hVSMC-0022","37"
"5","edit distance","hVSMC-0024 to hVSMC-0020","false","edit distance","hVSMC-0024 to hVSMC-0020","11"
"2","edit distance","hVSMC-0024 to hVSMC-0019","false","edit distance","hVSMC-0024 to hVSMC-0019","24"
"4","edit distance","hVSMC-0024 to hVSMC-0017","false","edit distance","hVSMC-0024 to hVSMC-0017","7"
"4","edit distance","hVSMC-0024 to hVSMC-0016","false","edit distance","hVSMC-0024 to hVSMC-0016","39"
"2","edit distance","hVSMC-0024 to hVSMC-0015","false","edit distance","hVSMC-0024 to hVSMC-0015","14"
"8","edit distance","hVSMC-0024 to hVSMC-0013","false","edit distance","hVSMC-0024 to hVSMC-0013","38"
"2","edit distance","hVSMC-0024 to hVSMC-0012","false","edit distance","hVSMC-0024 to hVSMC-0012","6"
"7","edit distance","hVSMC-0024 to hVSMC-0011","false","edit distance","hVSMC-0024 to hVSMC-0011","10"
"8","edit distance","hVSMC-0024 to hVSMC-0006","false","edit distance","hVSMC-0024 to hVSMC-0006","10"
"6","edit distance","hVSMC-0024 to hVSMC-0005","false","edit distance","hVSMC-0024 to hVSMC-0005","11"
"4","edit distance","hVSMC-0024 to hVSMC-0003","false","edit distance","hVSMC-0024 to hVSMC-0003","12"
"3","edit distance","hVSMC-0024 to hVSMC-0238","false","edit distance","hVSMC-0024 to hVSMC-0238","0"
"8","edit distance","hVSMC-0024 to hVSMC-0160","false","edit distance","hVSMC-0024 to hVSMC-0160","34"
"8","edit distance","hVSMC-0024 to hVSMC-0145","false","edit distance","hVSMC-0024 to hVSMC-0145","36"
"2","edit distance","hVSMC-0024 to hVSMC-0133","false","edit distance","hVSMC-0024 to hVSMC-0133","38"
"2","edit distance","hVSMC-0024 to hVSMC-0123","false","edit distance","hVSMC-0024 to hVSMC-0123","6"
"2","edit distance","hVSMC-0024 to hVSMC-0111","false","edit distance","hVSMC-0024 to hVSMC-0111","40"
"3","edit distance","hVSMC-0024 to hVSMC-0110","false","edit distance","hVSMC-0024 to hVSMC-0110","0"
"8","edit distance","hVSMC-0024 to hVSMC-0107","false","edit distance","hVSMC-0024 to hVSMC-0107","38"
"6","edit distance","hVSMC-0024 to hVSMC-0082","false","edit distance","hVSMC-0024 to hVSMC-0082","10"
"3","edit distance","hVSMC-0024 to hVSMC-0077","false","edit distance","hVSMC-0024 to hVSMC-0077","6"
"8","edit distance","hVSMC-0024 to hVSMC-0074","false","edit distance","hVSMC-0024 to hVSMC-0074","37"
"8","edit distance","hVSMC-0024 to hVSMC-0072","false","edit distance","hVSMC-0024 to hVSMC-0072","36"
"7","edit distance","hVSMC-0024 to hVSMC-0068","false","edit distance","hVSMC-0024 to hVSMC-0068","8"
"2","edit distance","hVSMC-0024 to hVSMC-0056","false","edit distance","hVSMC-0024 to hVSMC-0056","36"
"2","edit distance","hVSMC-0024 to hVSMC-0044","false","edit distance","hVSMC-0024 to hVSMC-0044","6"
"3","edit distance","hVSMC-0024 to hVSMC-0041","false","edit distance","hVSMC-0024 to hVSMC-0041","37"
"6","edit distance","hVSMC-0024 to hVSMC-0040","false","edit distance","hVSMC-0024 to hVSMC-0040","27"
"8","edit distance","hVSMC-0024 to hVSMC-0038","false","edit distance","hVSMC-0024 to hVSMC-0038","36"
"4","edit distance","hVSMC-0024 to hVSMC-0035","false","edit distance","hVSMC-0024 to hVSMC-0035","12"
"7","edit distance","hVSMC-0024 to hVSMC-0026","false","edit distance","hVSMC-0024 to hVSMC-0026","10"
"7","edit distance","hVSMC-0021 to hVSMC-0400","false","edit distance","hVSMC-0021 to hVSMC-0400","14"
"6","edit distance","hVSMC-0021 to hVSMC-0372","false","edit distance","hVSMC-0021 to hVSMC-0372","34"
"2","edit distance","hVSMC-0021 to hVSMC-0340","false","edit distance","hVSMC-0021 to hVSMC-0340","36"
"6","edit distance","hVSMC-0021 to hVSMC-0332","false","edit distance","hVSMC-0021 to hVSMC-0332","28"
"2","edit distance","hVSMC-0021 to hVSMC-0328","false","edit distance","hVSMC-0021 to hVSMC-0328","34"
"2","edit distance","hVSMC-0021 to hVSMC-0327","false","edit distance","hVSMC-0021 to hVSMC-0327","38"
"2","edit distance","hVSMC-0021 to hVSMC-0317","false","edit distance","hVSMC-0021 to hVSMC-0317","38"
"2","edit distance","hVSMC-0021 to hVSMC-0312","false","edit distance","hVSMC-0021 to hVSMC-0312","36"
"6","edit distance","hVSMC-0021 to hVSMC-0296","false","edit distance","hVSMC-0021 to hVSMC-0296","22"
"2","edit distance","hVSMC-0021 to hVSMC-0295","false","edit distance","hVSMC-0021 to hVSMC-0295","36"
"7","edit distance","hVSMC-0021 to hVSMC-0294","false","edit distance","hVSMC-0021 to hVSMC-0294","34"
"2","edit distance","hVSMC-0021 to hVSMC-0292","false","edit distance","hVSMC-0021 to hVSMC-0292","38"
"6","edit distance","hVSMC-0021 to hVSMC-0282","false","edit distance","hVSMC-0021 to hVSMC-0282","38"
"8","edit distance","hVSMC-0021 to hVSMC-0275","false","edit distance","hVSMC-0021 to hVSMC-0275","34"
"2","edit distance","hVSMC-0021 to hVSMC-0272","false","edit distance","hVSMC-0021 to hVSMC-0272","8"
"2","edit distance","hVSMC-0021 to hVSMC-0270","false","edit distance","hVSMC-0021 to hVSMC-0270","36"
"2","edit distance","hVSMC-0021 to hVSMC-0264","false","edit distance","hVSMC-0021 to hVSMC-0264","39"
"7","edit distance","hVSMC-0021 to hVSMC-0260","false","edit distance","hVSMC-0021 to hVSMC-0260","34"
"2","edit distance","hVSMC-0021 to hVSMC-0252","false","edit distance","hVSMC-0021 to hVSMC-0252","30"
"2","edit distance","hVSMC-0021 to hVSMC-0251","false","edit distance","hVSMC-0021 to hVSMC-0251","14"
"8","edit distance","hVSMC-0021 to hVSMC-0250","false","edit distance","hVSMC-0021 to hVSMC-0250","36"
"3","edit distance","hVSMC-0021 to hVSMC-0249","false","edit distance","hVSMC-0021 to hVSMC-0249","36"
"2","edit distance","hVSMC-0021 to hVSMC-0242","false","edit distance","hVSMC-0021 to hVSMC-0242","38"
"2","edit distance","hVSMC-0021 to hVSMC-0236","false","edit distance","hVSMC-0021 to hVSMC-0236","36"
"7","edit distance","hVSMC-0021 to hVSMC-0228","false","edit distance","hVSMC-0021 to hVSMC-0228","34"
"2","edit distance","hVSMC-0021 to hVSMC-0215","false","edit distance","hVSMC-0021 to hVSMC-0215","36"
"7","edit distance","hVSMC-0021 to hVSMC-0213","false","edit distance","hVSMC-0021 to hVSMC-0213","35"
"5","edit distance","hVSMC-0021 to hVSMC-0209","false","edit distance","hVSMC-0021 to hVSMC-0209","36"
"2","edit distance","hVSMC-0021 to hVSMC-0207","false","edit distance","hVSMC-0021 to hVSMC-0207","9"
"7","edit distance","hVSMC-0021 to hVSMC-0204","false","edit distance","hVSMC-0021 to hVSMC-0204","36"
"4","edit distance","hVSMC-0021 to hVSMC-0203","false","edit distance","hVSMC-0021 to hVSMC-0203","22"
"2","edit distance","hVSMC-0021 to hVSMC-0202","false","edit distance","hVSMC-0021 to hVSMC-0202","34"
"2","edit distance","hVSMC-0021 to hVSMC-0201","false","edit distance","hVSMC-0021 to hVSMC-0201","8"
"7","edit distance","hVSMC-0021 to hVSMC-0196","false","edit distance","hVSMC-0021 to hVSMC-0196","36"
"1","edit distance","hVSMC-0021 to hVSMC-0191","false","edit distance","hVSMC-0021 to hVSMC-0191","30"
"5","edit distance","hVSMC-0021 to hVSMC-0182","false","edit distance","hVSMC-0021 to hVSMC-0182","36"
"2","edit distance","hVSMC-0021 to hVSMC-0178","false","edit distance","hVSMC-0021 to hVSMC-0178","38"
"7","edit distance","hVSMC-0021 to hVSMC-0176","false","edit distance","hVSMC-0021 to hVSMC-0176","36"
"7","edit distance","hVSMC-0021 to hVSMC-0172","false","edit distance","hVSMC-0021 to hVSMC-0172","36"
"6","edit distance","hVSMC-0021 to hVSMC-0163","false","edit distance","hVSMC-0021 to hVSMC-0163","36"
"7","edit distance","hVSMC-0021 to hVSMC-0156","false","edit distance","hVSMC-0021 to hVSMC-0156","36"
"7","edit distance","hVSMC-0021 to hVSMC-0153","false","edit distance","hVSMC-0021 to hVSMC-0153","36"
"7","edit distance","hVSMC-0021 to hVSMC-0149","false","edit distance","hVSMC-0021 to hVSMC-0149","32"
"5","edit distance","hVSMC-0021 to hVSMC-0148","false","edit distance","hVSMC-0021 to hVSMC-0148","14"
"7","edit distance","hVSMC-0021 to hVSMC-0142","false","edit distance","hVSMC-0021 to hVSMC-0142","36"
"7","edit distance","hVSMC-0021 to hVSMC-0141","false","edit distance","hVSMC-0021 to hVSMC-0141","36"
"7","edit distance","hVSMC-0021 to hVSMC-0139","false","edit distance","hVSMC-0021 to hVSMC-0139","36"
"2","edit distance","hVSMC-0021 to hVSMC-0137","false","edit distance","hVSMC-0021 to hVSMC-0137","8"
"2","edit distance","hVSMC-0021 to hVSMC-0130","false","edit distance","hVSMC-0021 to hVSMC-0130","11"
"7","edit distance","hVSMC-0021 to hVSMC-0120","false","edit distance","hVSMC-0021 to hVSMC-0120","36"
"6","edit distance","hVSMC-0021 to hVSMC-0117","false","edit distance","hVSMC-0021 to hVSMC-0117","40"
"2","edit distance","hVSMC-0021 to hVSMC-0116","false","edit distance","hVSMC-0021 to hVSMC-0116","39"
"2","edit distance","hVSMC-0021 to hVSMC-0108","false","edit distance","hVSMC-0021 to hVSMC-0108","36"
"7","edit distance","hVSMC-0021 to hVSMC-0103","false","edit distance","hVSMC-0021 to hVSMC-0103","34"
"7","edit distance","hVSMC-0021 to hVSMC-0102","false","edit distance","hVSMC-0021 to hVSMC-0102","36"
"2","edit distance","hVSMC-0021 to hVSMC-0101","false","edit distance","hVSMC-0021 to hVSMC-0101","30"
"2","edit distance","hVSMC-0021 to hVSMC-0099","false","edit distance","hVSMC-0021 to hVSMC-0099","8"
"5","edit distance","hVSMC-0021 to hVSMC-0097","false","edit distance","hVSMC-0021 to hVSMC-0097","36"
"1","edit distance","hVSMC-0021 to hVSMC-0090","false","edit distance","hVSMC-0021 to hVSMC-0090","38"
"2","edit distance","hVSMC-0021 to hVSMC-0089","false","edit distance","hVSMC-0021 to hVSMC-0089","36"
"2","edit distance","hVSMC-0021 to hVSMC-0088","false","edit distance","hVSMC-0021 to hVSMC-0088","9"
"7","edit distance","hVSMC-0021 to hVSMC-0086","false","edit distance","hVSMC-0021 to hVSMC-0086","20"
"7","edit distance","hVSMC-0021 to hVSMC-0085","false","edit distance","hVSMC-0021 to hVSMC-0085","36"
"6","edit distance","hVSMC-0021 to hVSMC-0083","false","edit distance","hVSMC-0021 to hVSMC-0083","16"
"7","edit distance","hVSMC-0021 to hVSMC-0076","false","edit distance","hVSMC-0021 to hVSMC-0076","16"
"2","edit distance","hVSMC-0021 to hVSMC-0073","false","edit distance","hVSMC-0021 to hVSMC-0073","34"
"6","edit distance","hVSMC-0021 to hVSMC-0070","false","edit distance","hVSMC-0021 to hVSMC-0070","34"
"6","edit distance","hVSMC-0021 to hVSMC-0067","false","edit distance","hVSMC-0021 to hVSMC-0067","22"
"2","edit distance","hVSMC-0021 to hVSMC-0065","false","edit distance","hVSMC-0021 to hVSMC-0065","34"
"7","edit distance","hVSMC-0021 to hVSMC-0064","false","edit distance","hVSMC-0021 to hVSMC-0064","36"
"6","edit distance","hVSMC-0021 to hVSMC-0061","false","edit distance","hVSMC-0021 to hVSMC-0061","37"
"6","edit distance","hVSMC-0021 to hVSMC-0060","false","edit distance","hVSMC-0021 to hVSMC-0060","36"
"7","edit distance","hVSMC-0021 to hVSMC-0058","false","edit distance","hVSMC-0021 to hVSMC-0058","36"
"6","edit distance","hVSMC-0021 to hVSMC-0057","false","edit distance","hVSMC-0021 to hVSMC-0057","16"
"7","edit distance","hVSMC-0021 to hVSMC-0055","false","edit distance","hVSMC-0021 to hVSMC-0055","42"
"2","edit distance","hVSMC-0021 to hVSMC-0053","false","edit distance","hVSMC-0021 to hVSMC-0053","8"
"6","edit distance","hVSMC-0021 to hVSMC-0052","false","edit distance","hVSMC-0021 to hVSMC-0052","36"
"6","edit distance","hVSMC-0021 to hVSMC-0051","false","edit distance","hVSMC-0021 to hVSMC-0051","17"
"7","edit distance","hVSMC-0021 to hVSMC-0050","false","edit distance","hVSMC-0021 to hVSMC-0050","16"
"7","edit distance","hVSMC-0021 to hVSMC-0047","false","edit distance","hVSMC-0021 to hVSMC-0047","36"
"6","edit distance","hVSMC-0021 to hVSMC-0046","false","edit distance","hVSMC-0021 to hVSMC-0046","14"
"4","edit distance","hVSMC-0021 to hVSMC-0042","false","edit distance","hVSMC-0021 to hVSMC-0042","37"
"6","edit distance","hVSMC-0021 to hVSMC-0031","false","edit distance","hVSMC-0021 to hVSMC-0031","38"
"2","edit distance","hVSMC-0021 to hVSMC-0030","false","edit distance","hVSMC-0021 to hVSMC-0030","36"
"7","edit distance","hVSMC-0021 to hVSMC-0029","false","edit distance","hVSMC-0021 to hVSMC-0029","37"
"2","edit distance","hVSMC-0021 to hVSMC-0028","false","edit distance","hVSMC-0021 to hVSMC-0028","38"
"5","edit distance","hVSMC-0021 to hVSMC-0027","false","edit distance","hVSMC-0021 to hVSMC-0027","38"
"6","edit distance","hVSMC-0021 to hVSMC-0025","false","edit distance","hVSMC-0021 to hVSMC-0025","14"
"2","edit distance","hVSMC-0021 to hVSMC-0022","false","edit distance","hVSMC-0021 to hVSMC-0022","7"
"5","edit distance","hVSMC-0021 to hVSMC-0020","false","edit distance","hVSMC-0021 to hVSMC-0020","37"
"2","edit distance","hVSMC-0021 to hVSMC-0019","false","edit distance","hVSMC-0021 to hVSMC-0019","30"
"4","edit distance","hVSMC-0021 to hVSMC-0017","false","edit distance","hVSMC-0021 to hVSMC-0017","37"
"3","edit distance","hVSMC-0021 to hVSMC-0016","false","edit distance","hVSMC-0021 to hVSMC-0016","9"
"2","edit distance","hVSMC-0021 to hVSMC-0015","false","edit distance","hVSMC-0021 to hVSMC-0015","34"
"7","edit distance","hVSMC-0021 to hVSMC-0013","false","edit distance","hVSMC-0021 to hVSMC-0013","18"
"2","edit distance","hVSMC-0021 to hVSMC-0012","false","edit distance","hVSMC-0021 to hVSMC-0012","38"
"6","edit distance","hVSMC-0021 to hVSMC-0011","false","edit distance","hVSMC-0021 to hVSMC-0011","36"
"7","edit distance","hVSMC-0021 to hVSMC-0006","false","edit distance","hVSMC-0021 to hVSMC-0006","36"
"5","edit distance","hVSMC-0021 to hVSMC-0005","false","edit distance","hVSMC-0021 to hVSMC-0005","37"
"6","edit distance","hVSMC-0021 to hVSMC-0003","false","edit distance","hVSMC-0021 to hVSMC-0003","36"
"2","edit distance","hVSMC-0021 to hVSMC-0238","false","edit distance","hVSMC-0021 to hVSMC-0238","36"
"7","edit distance","hVSMC-0021 to hVSMC-0160","false","edit distance","hVSMC-0021 to hVSMC-0160","14"
"7","edit distance","hVSMC-0021 to hVSMC-0145","false","edit distance","hVSMC-0021 to hVSMC-0145","14"
"2","edit distance","hVSMC-0021 to hVSMC-0133","false","edit distance","hVSMC-0021 to hVSMC-0133","6"
"2","edit distance","hVSMC-0021 to hVSMC-0123","false","edit distance","hVSMC-0021 to hVSMC-0123","38"
"2","edit distance","hVSMC-0021 to hVSMC-0111","false","edit distance","hVSMC-0021 to hVSMC-0111","8"
"2","edit distance","hVSMC-0021 to hVSMC-0110","false","edit distance","hVSMC-0021 to hVSMC-0110","36"
"7","edit distance","hVSMC-0021 to hVSMC-0107","false","edit distance","hVSMC-0021 to hVSMC-0107","18"
"6","edit distance","hVSMC-0021 to hVSMC-0082","false","edit distance","hVSMC-0021 to hVSMC-0082","36"
"2","edit distance","hVSMC-0021 to hVSMC-0077","false","edit distance","hVSMC-0021 to hVSMC-0077","38"
"7","edit distance","hVSMC-0021 to hVSMC-0074","false","edit distance","hVSMC-0021 to hVSMC-0074","7"
"7","edit distance","hVSMC-0021 to hVSMC-0072","false","edit distance","hVSMC-0021 to hVSMC-0072","16"
"6","edit distance","hVSMC-0021 to hVSMC-0068","false","edit distance","hVSMC-0021 to hVSMC-0068","38"
"2","edit distance","hVSMC-0021 to hVSMC-0056","false","edit distance","hVSMC-0021 to hVSMC-0056","0"
"2","edit distance","hVSMC-0021 to hVSMC-0044","false","edit distance","hVSMC-0021 to hVSMC-0044","38"
"2","edit distance","hVSMC-0021 to hVSMC-0041","false","edit distance","hVSMC-0021 to hVSMC-0041","7"
"5","edit distance","hVSMC-0021 to hVSMC-0040","false","edit distance","hVSMC-0021 to hVSMC-0040","21"
"7","edit distance","hVSMC-0021 to hVSMC-0038","false","edit distance","hVSMC-0021 to hVSMC-0038","14"
"6","edit distance","hVSMC-0021 to hVSMC-0035","false","edit distance","hVSMC-0021 to hVSMC-0035","36"
"6","edit distance","hVSMC-0021 to hVSMC-0026","false","edit distance","hVSMC-0021 to hVSMC-0026","36"
"2","edit distance","hVSMC-0021 to hVSMC-0024","false","edit distance","hVSMC-0021 to hVSMC-0024","36"
"8","edit distance","hVSMC-0014 to hVSMC-0400","false","edit distance","hVSMC-0014 to hVSMC-0400","38"
"7","edit distance","hVSMC-0014 to hVSMC-0372","false","edit distance","hVSMC-0014 to hVSMC-0372","14"
